rank,symbol,exchange,direction,trade_action,trade_action_reason,execution_label,execution_mode,execution_summary,score,grade,price,change_pct_24h,quote_volume_24h,entry_low,entry_high,stop,target,rr,long_score,short_score,data_completeness,available_score_max,reasons,warnings,data_time
24,DOGEUSDT,bybit-linear,short,觀察,穩定分數 64.8，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看空 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,64.8,C,0.09986,-0.9325,100206057.6256,0.10081,0.10095,0.10103057142857143,0.09985,6.84060721062612,62.00589421783976,64.8,100.0,100.0,+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +4.5/14 接近 4H 訂單塊 POI | +16.0/16 15m MSS 收盤突破 0.09972 | +8.3/14 2026-06-01T04:15:00+00:00 short FVG 尚未完全填補，且與 OTE 重疊 | +1.0/4 共振加分：4H 有 2 觸點趨勢線，但尚未破位 | +1.0/5 共振加分：AMD phase=accumulation_only | +12.0/12 以最近流動性目標估算 RR=6.84 | +6.0/6 24h 成交額 > 1 億 USDT、與 BTC 相關性 0.83 且方向一致,沒有明確大實體單向位移 | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
25,STGUSDT,bybit-linear,short,觀察,穩定分數 60.2，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看空 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,62.7,C,0.29222,7.7706,86508601.9671,0.30785,0.31083,0.3546395714285714,0.21874085714285724,2.0,36.86363636363636,62.7,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +8.0/14 4H 位於溢價區 position=0.51、接近 4H FVG/失衡區 | +16.0/16 15m MSS 收盤突破 0.33624 | +10.7/14 2026-06-01T08:30:00+00:00 short FVG 已回補測試但未完全填補，且與 OB 重疊 | +10.0/12 以最近流動性目標估算 RR=2.00 | +2.0/6 24h 成交額 > 2,000 萬 USDT",沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 5.35%，依圖片規則不追價，等回補/回測再看,2026-06-01T12:55:00+00:00
26,XRPUSDT,bybit-linear,short,觀察,穩定分數 59.5，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看空 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,62.2,C,1.3014,-2.9385000000000003,254652828.3888,1.3083,1.311,1.3150485714285716,1.3009,1.6207991532150956,47.133779264213885,62.2,100.0,100.0,+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +4.5/14 接近 4H FVG/失衡區 | +16.0/16 15m MSS 收盤突破 1.3009 | +10.7/14 2026-06-01T07:30:00+00:00 short FVG 已回補測試但未完全填補，且與 OB 重疊 | +1.0/5 共振加分：AMD phase=accumulation_only | +8.0/12 RR=1.62，可觀察但不是最漂亮 | +6.0/6 24h 成交額 > 1 億 USDT、與 BTC 相關性 0.76 且方向一致,沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
27,AVAXUSDT,bybit-linear,long,觀察,穩定分數 70.1，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看多 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,62.17,C,8.828,-2.0634,27195876.5218,8.82094,8.87432,8.810157142857143,8.922575714285715,2.0,62.17,57.49999999999999,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +9.5/14 4H 位於折價區 position=0.12、接近 4H 訂單塊 POI | +9.7/12 15m 位移 K body/ATR=1.55 但 FVG 不明顯 | +8.5/10 價格位於 OTE 0.62-0.79 回撤區 (0.77) | +1.0/4 共振加分：4H 有 4 觸點趨勢線，但尚未破位 | +2.2/5 共振加分：AMD phase=manipulation_seen_waiting_distribution | +12.0/12 以最近流動性目標估算 RR=2.00 | +3.2/6 24h 成交額 > 2,000 萬 USDT、與 BTC 相關性 0.83，但 BTC 方向不完全同向",15m 尚未確認 MSS/BOS | 近期找不到方向一致且未完全填補的 FVG | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
28,ZECUSDT,bybit-linear,short,觀察,穩定分數 62.0，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看空 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,62.0,C,545.96,-0.4067,249160294.3219,554.7,561.03,563.2438571428572,545.33,2.330420694783773,58.883371602103615,62.0,100.0,100.0,+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +4.5/14 接近 4H 訂單塊 POI | +16.0/16 15m MSS 收盤突破 542.29 | +9.5/14 2026-06-01T06:15:00+00:00 short FVG 已回補測試但未完全填補 | +10.0/12 以最近流動性目標估算 RR=2.33 | +6.0/6 24h 成交額 > 1 億 USDT、與 BTC 相關性 0.69 且方向一致,沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 1.60%，依圖片規則不追價，等回補/回測再看,2026-06-01T12:55:00+00:00
29,BCHUSDT,bybit-linear,short,觀察,穩定分數 61.5，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看空 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,61.5,Watch,283.3,-6.8398,37756144.947,284.8,285.4,289.83714285714285,275.62571428571437,2.0,60.5,61.5,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +4.5/14 接近 4H FVG/失衡區 | +16.0/16 15m MSS 收盤突破 282.9 | +8.0/14 2026-06-01T10:45:00+00:00 short FVG 尚未完全填補 | +12.0/12 以最近流動性目標估算 RR=2.00 | +5.0/6 24h 成交額 > 2,000 萬 USDT、與 BTC 相關性 0.65 且方向一致",沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 交易所公開資料 funding=-0.00019，可能有軋空/快速反抽風險,2026-06-01T12:55:00+00:00
30,FARTCOINUSDT,bybit-linear,long,觀察,穩定分數 63.2，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看多 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,61.27,Watch,0.1506,-5.845899999999999,49082020.6318,0.1503,0.15084,0.14997885714285714,0.15215,2.672788786853648,61.26900369003688,59.699999999999996,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +5.0/14 4H 位於折價區 position=0.03 | +8.4/12 15m 位移 K body/ATR=1.19 但 FVG 不明顯 | +11.7/14 2026-06-01T12:25:00+00:00 long FVG 已回補測試但未完全填補，且與 OB 重疊 | +5.0/10 價格接近 OTE 區但未進核心帶 (0.81) | +12.0/12 以最近流動性目標估算 RR=2.67 | +3.2/6 24h 成交額 > 2,000 萬 USDT、與 BTC 相關性 0.75，但 BTC 方向不完全同向",15m 尚未確認 MSS/BOS | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
31,ADAUSDT,bybit-linear,short,觀察,穩定分數 64.3，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看空 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,60.7,Watch,0.2306,-2.8642999999999996,69123626.1082,0.2334,0.2337,0.2342014285714286,0.2304,4.835526315789179,51.837258013329105,60.699999999999996,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +4.5/14 接近 4H FVG/失衡區 | +16.0/16 15m MSS 收盤突破 0.2304 | +8.2/14 2026-06-01T06:15:00+00:00 short FVG 尚未完全填補，且與 OB 重疊 | +1.0/5 共振加分：AMD phase=accumulation_only | +10.0/12 以最近流動性目標估算 RR=4.84 | +5.0/6 24h 成交額 > 2,000 萬 USDT、與 BTC 相關性 0.82 且方向一致",沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 1.21%，依圖片規則不追價，等回補/回測再看,2026-06-01T12:55:00+00:00
32,SUIUSDT,bybit-linear,long,觀察,穩定分數 60.6，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看多 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,60.62,Watch,0.8789,-2.6149,112388460.899,0.8753,0.8789,0.8734871428571428,0.8843257142857144,2.0,60.620000000000005,57.99999999999999,100.0,100.0,+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +5.0/14 4H 位於折價區 position=0.08 | +9.7/12 15m 位移 K body/ATR=1.64 但 FVG 不明顯 | +11.7/14 2026-06-01T12:25:00+00:00 long FVG 已回補測試但未完全填補，且與 OB 重疊 | +1.0/4 共振加分：4H 有 5 觸點趨勢線，但尚未破位 | +1.0/5 共振加分：AMD phase=accumulation_only | +12.0/12 以最近流動性目標估算 RR=2.00 | +4.2/6 24h 成交額 > 1 億 USDT、與 BTC 相關性 0.76，但 BTC 方向不完全同向,15m 尚未確認 MSS/BOS | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
33,DOTUSDT,bybit-linear,short,觀察,穩定分數 60.5，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看空 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,60.5,Watch,1.155,-3.2014,34510100.5142,1.1604,1.1649,1.1684314285714286,1.146,2.8799110452188224,55.936457177443636,60.5,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +16.0/16 15m MSS 收盤突破 1.1648 | +10.5/14 2026-06-01T12:00:00+00:00 short FVG 已回補測試但未完全填補 | +1.0/5 共振加分：AMD phase=accumulation_only | +12.0/12 以最近流動性目標估算 RR=2.88 | +5.0/6 24h 成交額 > 2,000 萬 USDT、與 BTC 相關性 0.84 且方向一致",沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
34,PLAYSOUTUSDT,bybit-linear,short,不能做,穩定分數 59.7，不符合交易條件。原始判斷：現價離入場區 7.28%，不追價，等回補。；現價離入場區 7.28%，已脫離計畫，不追價。,不能做,禁止,穩定分數 59.7，不符合交易條件。原始判斷：現價離入場區 7.28%，不追價，等回補。；現價離入場區 7.28%，已脫離計畫，不追價。,59.66,Watch,0.11306,-5.4312,27727443.6369,0.12129,0.12288,0.12525357142857144,0.11283,2.920874661857521,38.25,59.66231168981301,100.0,100.0,"+15.5/16 1H 出現有效流動性掃蕩並收回關鍵位 | +4.5/14 接近 4H 訂單塊 POI | +16.0/16 15m MSS 收盤突破 0.11283 | +8.2/14 2026-06-01T09:45:00+00:00 short FVG 尚未完全填補，且與 OB 重疊 | +1.0/4 共振加分：4H 有 3 觸點趨勢線，但尚未破位 | +1.0/5 共振加分：AMD phase=accumulation_only | +10.0/12 以最近流動性目標估算 RR=2.92 | +2.0/6 24h 成交額 > 2,000 萬 USDT | +1.5/8 外部資料共振加分：交易所公開資料 funding 偏正，多方擁擠，對看空反轉加分",沒有明確大實體單向位移 | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 7.28%，依圖片規則不追價，等回補/回測再看 | 交易所公開資料 funding=0.00086，多方槓桿偏熱,2026-06-01T12:55:00+00:00
35,LABUSDT,bybit-linear,short,不能做,穩定分數 59.2，不符合交易條件。原始判斷：衍生品 API 顯示槓桿風險過高：funding=-0.00042，空方槓桿過熱；衍生品資料顯示風險過熱：funding=-0.00042，空方槓桿過熱,不能做,禁止,穩定分數 59.2，不符合交易條件。原始判斷：衍生品 API 顯示槓桿風險過高：funding=-0.00042，空方槓桿過熱；衍生品資料顯示風險過熱：funding=-0.00042，空方槓桿過熱,59.22,Watch,14.9129,105.5782,431251857.5771,15.3295,15.957,16.96683571428571,12.5706,2.321459023647888,52.7,59.21999999999999,100.0,100.0,+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +5.0/14 4H 位於溢價區 position=0.87 | +9.7/12 15m 位移 K body/ATR=1.81 但 FVG 不明顯 | +9.5/14 2026-06-01T10:55:00+00:00 short FVG 已回補測試但未完全填補 | +5.0/10 價格接近 OTE 區但未進核心帶 (0.82) | +1.0/4 共振加分：4H 有 4 觸點趨勢線，但尚未破位 | +10.0/12 以最近流動性目標估算 RR=2.32 | +3.0/6 24h 成交額 > 1 億 USDT,15m 尚未確認 MSS/BOS | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 2.79%，依圖片規則不追價，等回補/回測再看 | 交易所公開資料 funding=-0.00042，可能有軋空/快速反抽風險,2026-06-01T12:55:00+00:00
36,HYPEUSDT,bybit-linear,long,觀察,穩定分數 58.3，暫不下單。原始判斷：觀察；訊號尚未完整，只保留觀察。,觀察,不下單,看多 條件還不完整；先等 MSS/BOS、FVG/OTE、RR 或 API 風險改善。,58.6,Watch,74.011,8.6671,698199276.7359,73.366,73.8,72.52697142857143,75.69505714285714,2.0,58.598246427869924,44.5,100.0,100.0,+9.2/16 1H 出現有效流動性掃蕩並收回關鍵位 | +4.5/14 接近 4H 訂單塊 POI | +16.0/16 15m MSS 收盤突破 73.472 | +12.7/14 2026-06-01T12:30:00+00:00 long FVG 已回補測試但未完全填補，且與 OB 重疊 | +12.0/12 以最近流動性目標估算 RR=2.00 | +4.2/6 24h 成交額 > 1 億 USDT、與 BTC 相關性 0.52，但 BTC 方向不完全同向,沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
37,ALLOUSDT,bybit-linear,long,不能做,穩定分數 57.9，不符合交易條件。原始判斷：現價離入場區 16.76%，不追價，等回補。；現價離入場區 16.76%，已脫離計畫，不追價。,不能做,禁止,穩定分數 57.9，不符合交易條件。原始判斷：現價離入場區 16.76%，不追價，等回補。；現價離入場區 16.76%，已脫離計畫，不追價。,57.91,Watch,0.18404,-31.4733,95347210.3576,0.2148898,0.2462344,0.18043942857142856,0.33080744285714286,2.0,57.909793070118056,36.0,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +3.5/14 4H 位於折價區 position=0.37 | +16.0/16 15m MSS 收盤突破 0.18977 | +10.4/12 15m 位移 K body/ATR=1.26 但 FVG 不明顯 | +10.0/12 以最近流動性目標估算 RR=2.00 | +2.0/6 24h 成交額 > 2,000 萬 USDT",近期找不到方向一致且未完全填補的 FVG | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 16.76%，依圖片規則不追價，等回補/回測再看,2026-06-01T12:55:00+00:00
38,HBARUSDT,bybit-linear,short,不能做,穩定分數 56.2，不符合交易條件。原始判斷：分數低於 58，結構與入場條件不足。；連續失效或分數太低，取消交易計畫。,不能做,禁止,穩定分數 56.2，不符合交易條件。原始判斷：分數低於 58，結構與入場條件不足。；連續失效或分數太低，取消交易計畫。,56.7,Watch,0.09399,-4.1211,33197045.6178,0.09426,0.0947,0.09490671428571429,0.09368,1.874790759959871,44.75,56.7,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +16.0/16 15m MSS 收盤突破 0.09417 | +12.7/14 2026-06-01T11:45:00+00:00 short FVG 已回補測試但未完全填補，且與 OB 重疊 | +1.0/4 共振加分：4H 有 4 觸點趨勢線，但尚未破位 | +1.0/5 共振加分：AMD phase=accumulation_only | +8.0/12 RR=1.87，可觀察但不是最漂亮 | +2.0/6 24h 成交額 > 2,000 萬 USDT",沒有明確大實體單向位移 | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
39,INJUSDT,bybit-linear,short,不能做,穩定分數 55.8，不符合交易條件。原始判斷：分數低於 58，結構與入場條件不足。；連續失效或分數太低，取消交易計畫。,不能做,禁止,穩定分數 55.8，不符合交易條件。原始判斷：分數低於 58，結構與入場條件不足。；連續失效或分數太低，取消交易計畫。,52.25,Watch,6.828,3.6267,38489558.3125,6.64054,6.73693,6.849328571428572,6.3675478571428545,2.0,45.79090909090908,52.25,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +5.0/14 4H 位於溢價區 position=0.92 | +16.0/16 15m MSS 收盤突破 6.64 | +1.0/4 共振加分：4H 有 5 觸點趨勢線，但尚未破位 | +2.2/5 共振加分：AMD phase=manipulation_seen_waiting_distribution | +10.0/12 以最近流動性目標估算 RR=2.00 | +2.0/6 24h 成交額 > 2,000 萬 USDT",沒有明確大實體單向位移 | 近期找不到方向一致且未完全填補的 FVG | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 1.33%，依圖片規則不追價，等回補/回測再看,2026-06-01T12:55:00+00:00
40,GUNUSDT,bybit-linear,short,不能做,穩定分數 52.0，不符合交易條件。原始判斷：衍生品 API 顯示槓桿風險過高：funding=-0.00293，空方槓桿過熱；衍生品資料顯示風險過熱：funding=-0.00293，空方槓桿過熱,不能做,禁止,穩定分數 52.0，不符合交易條件。原始判斷：衍生品 API 顯示槓桿風險過高：funding=-0.00293，空方槓桿過熱；衍生品資料顯示風險過熱：funding=-0.00293，空方槓桿過熱,52.0,Watch,0.00726,-4.8118,20856926.8934,0.007685,0.007697,0.007766757142857143,0.007249,5.834433339619079,45.95,52.0,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +16.0/16 15m MSS 收盤突破 0.007285 | +7.0/14 2026-06-01T07:00:00+00:00 short FVG 尚未完全填補 | +1.0/5 共振加分：AMD phase=accumulation_only | +10.0/12 以最近流動性目標估算 RR=5.83 | +2.0/6 24h 成交額 > 2,000 萬 USDT",沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 5.85%，依圖片規則不追價，等回補/回測再看 | 交易所公開資料 funding=-0.00293，可能有軋空/快速反抽風險,2026-06-01T12:55:00+00:00
41,BSBUSDT,bybit-linear,neutral,不能做,穩定分數 48.9，不符合交易條件。原始判斷：方向不明確且分數不足，沒有交易優勢。；方向轉為觀望，交易計畫失效。,不能做,禁止,穩定分數 48.9，不符合交易條件。原始判斷：方向不明確且分數不足，沒有交易優勢。；方向轉為觀望，交易計畫失效。,49.7,Skip,0.2911,-14.7377,24323316.1684,0.2905,0.2908,0.28784714285714286,0.2969,2.2298674821611004,49.7,48.2,100.0,100.0,"+16.0/16 1H + 4H 出現有效流動性掃蕩並收回關鍵位 | +9.5/14 4H 位於折價區 position=0.00、接近 4H 訂單塊 POI | +9.2/14 2026-06-01T12:55:00+00:00 long FVG 尚未完全填補，且與 OB 重疊 | +1.0/4 共振加分：4H 有 2 觸點趨勢線，但尚未破位 | +12.0/12 以最近流動性目標估算 RR=2.23 | +2.0/6 24h 成交額 > 2,000 萬 USDT",15m 尚未確認 MSS/BOS | 沒有明確大實體單向位移 | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet,2026-06-01T12:55:00+00:00
42,HUSDT,bybit-linear,neutral,不能做,穩定分數 46.0，不符合交易條件。原始判斷：方向不明確且分數不足，沒有交易優勢。；方向轉為觀望，交易計畫失效。,不能做,禁止,穩定分數 46.0，不符合交易條件。原始判斷：方向不明確且分數不足，沒有交易優勢。；方向轉為觀望，交易計畫失效。,45.36,Skip,0.82322,116.167,205114739.0376,0.78955,0.7937,0.691921,0.991033,2.0,45.36363636363636,35.0,100.0,100.0,+8.4/16 4H 出現有效流動性掃蕩並收回關鍵位 | +16.0/16 15m MSS 收盤突破 0.79975 | +8.0/14 2026-06-01T12:45:00+00:00 long FVG 尚未完全填補 | +10.0/12 以最近流動性目標估算 RR=2.00 | +3.0/6 24h 成交額 > 1 億 USDT,沒有明確大實體單向位移 | trendline 未納入分母：未形成有效 2-3 觸點趨勢線破位，屬於未觸發加分項 | amd 未納入分母：AMD 未進入可交易階段：no_accumulation | nexus 未納入分母：Nexus/Silver Bullet 未觸發：outside_silver_bullet | 現價離入場區約 3.59%，依圖片規則不追價，等回補/回測再看,2026-06-01T12:55:00+00:00
